Name,Address,Phone,Website,Rating,Email
Midtown Dental Group Fashion District,"241 W 37th St Ground Floor, New York, NY 10018, USA",(212) 730-4440,http://www.midtowndentalgroup.com/,4.9,marinepark@midtowndentalgroup.com;jerseycity@midtowndentalgroup.com;inquiry@midtowndentalgroup.com;grandcentral@midtowndentalgroup.com;marcoisland@midtowndentalgroup.com;globe@2x.webp;john@doe.com;nutley@midtowndentalgroup.com;uppereastside@midtowndentalgroup.com;parkslope@midtowndentalgroup.com;fashiondistrict@midtowndentalgroup.com;info@midtowndentalgroup.com;cobblehill@midtowndentalgroup.com;nomad@midtowndentalgroup.com
Margolin J J DDS,"350 5th Ave, New York, NY 10118, USA",,,,
Gerstman Irving DDS,"350 5th Ave, New York, NY 10118, USA",(212) 244-4454,,,
Halperin Walter DDS,"28 E 10th St # 1k, New York, NY 10003, USA",(212) 254-6013,,,
Lapidus Martin J DDS,"350 5th Ave, New York, NY 10118, USA",(212) 967-7008,,,
Klein Bernard DDS,"450 7th Ave, New York, NY 10123, USA",(718) 275-1007,,,
"Craig T. Roberts DDS, PLLC","31 Washington Square W, New York, NY 10011, USA",(212) 598-4855,http://www.westvillagedentistry.com/,4.9,info@example.com;craigrobertsdds@gmail.com
NYU Dental Faculty Practice,"726 Broadway Suite #350, New York, NY 10003, USA",(212) 443-1300,https://dental.nyu.edu/patientcare/nyu-dental-faculty-practices.html,3.2,dental.facultypractice@nyu.edu
Choi Inmong DDS,"358 5th Ave #1107, New York, NY 10001, USA",(212) 947-5863,,5,
Happy Smile Pediatric Dentistry,"220 Madison Ave suite a, New York, NY 10016, USA",(212) 880-2222,https://www.happysmiledentistry.com/,4.9,happypeds@gmail.com
"Dr Jonathane S. Jeon, DDS","2 W 46th St Suite 501, New York, NY 10036, USA",(212) 779-3368,http://www.bryantparkdentalny.com/,,Info@bryantparkdentalny.com
"Pamela L. Hunte, D.D.S.","275 Madison Ave #1818, New York, NY 10016, USA",(212) 682-2892,http://www.pamelahuntedentistry.com/,5,office@pamelahuntedentistry.com
Contemporary Dental Implant Centre,"295 Madison Ave 28th Floor, New York, NY 10017, USA",(212) 269-9500,https://www.contemporarydentalimplantcentre.com/,4.3,
Azbel Aleksandr DDS,"330 W 42nd St, New York, NY 10036, USA",(212) 947-4280,,,
"Dr. Nancy Chu, DDS","4 Times Sq, New York, NY 10036, USA",(646) 366-8047,,4.3,
Shalomov Edward DDS,"330 W 42nd St, New York, NY 10036, USA",(212) 445-0050,,,
N Y Dental & Medical Management,"350 5th Ave # 2618, New York, NY 10118, USA",(212) 868-2507,,1.8,
Madison Dental Arts,"275 Madison Ave #2500, New York, NY 10016, USA",(212) 532-1400,https://www.madisondentalarts.com/?utm_source=gmb&utm_medium=organic,5,info@madisondentalarts.com
NYC Dental Associates,"155 Spring St floor 4, New York, NY 10012, USA",(212) 226-1899,http://www.nycdent.com/,4.4,info@nycdent.com
Kim Sarah DDS,"220 Madison Ave suite a, New York, NY 10016, USA",(212) 880-2222,,,
"42nd Street Dental Associates, P.C.","161 Madison Ave, New York, NY 10016, USA",(212) 631-0222,https://weence.com/dentists/new-york-1/42nd-street-dental-associates-p-c-3/,1.4,
Fensterstock Jay DDS,"30 E 40th St Suite 207, New York, NY 10016, USA",(212) 696-4979,http://www.concerneddentalcare.com/,,
"Dr. Christopher J. Perez, DMD","589 Broadway, New York, NY 10012, USA",(212) 753-5250,http://sohodentalny.com/,,
Jrnl-Shoulder & Elbow Surgery,"360 Park Ave S, New York, NY 10010, USA",(212) 633-3915,,,
"EOI-NYC Centre for Endodontics, Oral Surgery & Dental Implants","36 W 44th St #712, New York, NY 10036, USA",(212) 221-3155,https://www.eoi.nyc/,4.8,xray@eoi.nyc;info@eoi.nyc
Manhattan Dental Spa: Charnas Mitchell DMD,"200 Madison Ave Suite 2201, New York, NY 10016, USA",(212) 683-2530,http://www.manhattandentalspa.com/,4.8,info@manhattandentalspa.com
Union Square Dental,"29 W 19th St #1, New York, NY 10011, USA",(212) 675-7877,https://www.unionsquaredentalny.com/,4,unionsq.dental@gmail.com
NYU College of Dentistry,"345 E 24th St, New York, NY 10010, USA",(212) 998-9800,http://dental.nyu.edu/,3.6,
SDNY Dental,"150 E 58th St #3200, New York, NY 10155, USA",(212) 752-7937,https://www.sdnydental.com/,4.5,
Michael Gelb DDS - TMJ Specialist,"635 Madison Ave, New York, NY 10022, USA",(212) 752-1662,https://www.gelbcenter.com/tmj-specialist-nyc/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb,4.4,
Dental Specialists of NY,"A&D Annex Building, 150 E 58th St FL 10, New York, NY 10155, USA",(212) 661-2192,https://dentalspecialistsofny.com/,4.7,
Cohen-Brown Gwen DDS,"525 E 68th St # J130, New York, NY 10065, USA",(212) 746-5454,,5,
"Arnold J. Fischler, DMD","110 E 48th St #200, Flushing, NY 11364, USA",(646) 736-2206,,4,
Kamer Angela R DDS,"345 E 24th St, New York, NY 10010, USA",(212) 998-9800,,,
"Nathan Satler, DDS","119 W 57th St #1001, New York, NY 10019, USA",(212) 757-5657,,4.9,
"Dr. Guido O. Sarnachiaro, DDS","150 E 58th St #3200, New York, NY 10155, USA",(212) 752-7937,,5,
Ashman Arthur DDS,"345 E 24th St, New York, NY 10010, USA",(212) 998-9800,,,
"Dr. Sonal S. Shah, DDS","345 E 24th St, New York, NY 10010, USA",(718) 783-2777,http://www.oralpathologyclinic.com/,,sonal.s.shah73@gmail.com
Tarnow Dennis P DDS,"150 E 58th St #3200, New York, NY 10155, USA",(212) 752-7937,,4.1,
"Dr. Rodolfo Sanchez, DDS","150 E 58th St, New York, NY 10155, USA",(212) 661-2192,https://www.dentalspecialistsofny.com/,5,info@dentalspecialistsofny.com
"Dr. Rodolfo Sanchez, DDS","150 E 58th St, New York, NY 10155, USA",(212) 661-2192,https://www.dentalspecialistsofny.com/,5,info@dentalspecialistsofny.com
"Dr. Rodolfo Sanchez, DDS","150 E 58th St, New York, NY 10155, USA",(212) 661-2192,https://www.dentalspecialistsofny.com/,5,info@dentalspecialistsofny.com
"Alexandra Hara DMD, PLLC","133 E 58th St # 804, New York, NY 10022, USA",(212) 308-9696,,5,
Hochman Mark N DDS,"150 E 58th St #3200, New York, NY 10155, USA",(212) 752-7937,,,
"Tara A. Bogart, DDS","218 E 61st St, New York, NY 10065, USA",(212) 756-8890,https://www.perionyc.com/,5,info@perionyc.com
"Tara A. Bogart, DDS","218 E 61st St, New York, NY 10065, USA",(212) 756-8890,https://www.perionyc.com/,5,info@perionyc.com
Bahn Saul L DDS,"345 E 24th St, New York, NY 10010, USA",(212) 998-9662,,,
Ship Jonathan a DDS,"345 E 24th St, New York, NY 10010, USA",(212) 998-9800,,,
Davidson Robert M DDS,"345 E 24th St, New York, NY 10010, USA",(212) 443-1300,,,
Craig Ronald G DDS,"345 E 24th St, New York, NY 10010, USA",(212) 998-9800,,,
Robbins Miriam R DDS,"345 E 24th St, New York, NY 10010, USA",(212) 998-9800,,1,
Chang Michael w DDS,"345 E 24th St, New York, NY 10010, USA",(212) 998-9800,http://www.nyu.edu/,,
"Andrew B. Schenkel, DMD, MS","345 E 24th St, New York, NY 10010, USA",(212) 998-9800,,,
Kerr Alexander R DDS,"345 E 24th St, New York, NY 10010, USA",(212) 998-9800,,5,
Karlis Vasiliki D DDS,"345 E 24th St, New York, NY 10010, USA",(212) 998-9800,http://www.nyu.edu/,,
"Dr. Norman Sorkin, DMD","345 E 24th St, New York, NY 10010, USA",(212) 998-9800,,,
Golikeri Sumitra S DDS,"345 E 24th St, New York, NY 10010, USA",(212) 998-9800,http://www.nyu.edu/,,
"Dr. Jonathan Zamzok, DDS","150 E 58th St, New York, NY 10155, USA",(212) 752-7937,,5,
"Frank Orlando DDS, FAGD, FICOI","156 W 56th St Suite 903, New York, NY 10019, USA",(646) 876-4772,http://www.drfrankorlando.com/,5,nakiyah@gallery57dental.com;ashley@gallery57dental.com;drfrankorlando@gmail.com
Brown Marion S DDS,"150 E 58th St #3200, New York, NY 10155, USA",(212) 752-7937,,5,
"Richard B. Smith, DDS","150 E 58th St #3200, New York, NY 10155, USA",(212) 752-7937,https://www.sdnydental.com/about/meet-dr-smith/,5,
Fletcher Paul D DDS,"150 E 58th St, New York, NY 10155, USA",(212) 752-7937,,,
New York General Dentistry,"133 E 58th St Ste 409, New York, NY 10022, USA",(212) 838-0842,https://newyorkgeneraldentistry.com/?utm_source=GMBlisting&utm_medium=organic,5,
Judy Kenneth DDS,"122 E 42nd St #2511, New York, NY 10168, USA",(212) 697-0047,http://drkennethjudy.com/contact.php,,drkenjudy@aol.com
Linhart Dentistry,"230 Park Ave #1164, New York, NY 10169, USA",(212) 682-5180,http://www.drlinhart.com/,5,info@drlinhart.com
"Manhattan Prosthetic Dentistry: John Sobel, DDS","630 5th Ave Suites 1853-1854, New York, NY 10111, USA",(212) 541-6220,http://manhattanpd.com/,,manhattanpdental@gmail.com
"Dr. Victor A. Gittleman, DMD","30 Central Park S # 2c, New York, NY 10019, USA",(212) 486-6211,http://www.cpsdent.com/,5,
"Robert D. Lipschutz, DMD, PC","57 W 57th St #705, New York, NY 10019, USA",(212) 752-3001,https://www.drlipschutz.com/?utm_source=gmb_auth,5,
Park South Dentistry,"30 Central Park S #13C, New York, NY 10019, USA",(332) 244-0344,https://parksouthdentistry.com/,4.7,
Cornell University Oral/maxillo,"525 E 68th St, New York, NY 10065, USA",(212) 746-5175,https://weill.cornell.edu/units/oral-and-maxillofacial-surgery-dentistry,,
"Lee Gause, DDS","575 Madison Ave 23rd Floor, New York, NY 10022, USA",(646) 278-4579,https://www.smiledesignmanhattan.com/provider/lee-gause-dds,4.9,
"Perio NYC West: David P. Pitman, DMD","30 Central Park S # 4a, New York, NY 10019, USA",(212) 888-2833,https://www.perionyc.com/,4.7,info@perionyc.com
"Perio NYC West: David P. Pitman, DMD","30 Central Park S # 4a, New York, NY 10019, USA",(212) 888-2833,https://www.perionyc.com/,4.7,info@perionyc.com
Pegler Deena DMD,"133 E 58th St # 416, New York, NY 10022, USA",(212) 371-9698,http://drpegler.com/,4.7,drpegler@yahoo.com
"James E. Jacobs, DDS","10 E 53rd St 25th Floor, New York, NY 10022, USA",(212) 371-5250,https://www.drjamesjacobs.com/,4.9,
Central Park Dental Aesthetics,"200 W 57th St Suite 303, New York, NY 10019, USA",(212) 601-2666,https://cpdanyc.com/,4.9,
"Alliance Dental Arts, PC","515 Madison Ave, New York, NY 10022, USA",(212) 752-1252,,5,
American Society For Dental,"635 Madison Ave, New York, NY 10022, USA",(212) 751-3263,,,
Jared Shore DMD,"30 Central Park S #3B, New York, NY 10019, USA",(212) 832-0808,http://drjaredshore.com/,5,
"Dr. Robert Schulman, DMD","635 Madison Ave, New York, NY 10022, USA",(212) 752-1662,http://www.gelbcenter.com/,,
Thyme Dental Care,"57 W 57th St #702, New York, NY 10019, USA",(212) 688-3472,http://www.thymedentalcare.com/,4.9,
Ferro Peter DDS,"30 Central Park S Apt 7b, New York, NY 10019, USA",(212) 206-8824,http://www.peterpferrodmd.com/,3,
Jessica Marn DDS,"133 E 58th St #508, New York, NY 10022, USA",(646) 590-4234,https://www.espdnyc.com/meet-the-doctors,5,espdnyc@hipaamail.net
New York City Cosmetic Dentistry Center,"30 Central Park S #12a, New York, NY 10019, USA",(212) 688-3838,http://www.drbraverman.com/,5,
"Dr. Carolyn Van Buskirk, DDS","30 Central Park S RM 2A, New York, NY 10019, USA",(212) 688-0824,https://carolynvanbuskirk.com/,5,
Pediatric Dental World P.C.,"32-09 82nd St 1st Floor, East Elmhurst, NY 11370, USA",(718) 898-0600,https://pediatricdentalw.wixsite.com/mysite,4.6,pediatricdentalw@gmail.com
Borman Lyle DDS,"9229 Queens Blvd, Rego Park, NY 11374, USA",(718) 459-1716,http://lylebormandds.com/,4.4,lbbdds@aol.com
Woodside Dental Care,"6907 43rd Ave STE C1 Ste C1, Queens, NY 11377, USA",(718) 898-6010,https://www.woodsidedentists.com/,4.8,info@WoodsideDentists.com
Steinway Family Dental Center,"32-50 Steinway St, Long Island City, NY 11103, USA",(718) 728-3314,http://www.alldentalneeds.com/,4.6,reception.sfdc@gmail.com
Jong Dental Care,"8345 Broadway # 1, Elmhurst, NY 11373, USA",(718) 760-4178,,2.8,
Jackson Heights Dental,"79-20 37th Ave, Jackson Heights, NY 11372, USA",(718) 458-0229,http://jacksonheightsdental.com/,4.2,jacksonheightsdentalpc@gmail.com
Advanced Dental Concepts: Hantverk Brad S DDS,"28-06 Steinway St, Astoria, NY 11103, USA",(718) 932-8880,http://www.adc-astoria.com/,3.4,
Astoria Family Dental,"29-08 30th Ave., Astoria, NY 11102, USA",(718) 728-1505,http://www.astoriafamilydental.com/,4.4,
Maggie Dental Care,"4330 48th St Aa2, Sunnyside, NY 11104, USA",(718) 706-6022,,3.4,
Elite Dental Care PC: Gavlin David DDS,"9438 59th Ave, Flushing, NY 11373, USA",(917) 563-4181,,1,
Yavru-Sakuk Bedros DDS,"9229 Queens Blvd, Rego Park, NY 11374, USA",(718) 896-5739,,,
Ashok Kumar H Dave,"29-16 36th Ave, Astoria, NY 11106, USA",(718) 729-0443,,5,
Elina Kats D.D.S,"92-11 35th Ave, Jackson Heights, NY 11372, USA",(718) 426-2231,,4.1,
"Bernard Rupnarain, DDS, MSD","31-19 Newtown Ave #800, Astoria, NY 11102, USA",(718) 728-6795,https://www.astoriaperioimplants.com/,5,
Astoria Modern Family Dental,"31-56 Steinway St, Astoria, NY 11103, USA",(718) 721-4700,https://www.astoriamodernfamilydental.com/,3.9,astoriamodernfamilydental@HIPAA-doctorsinternet.com
Belardo Edgar a DDS,"3706 82nd St, Flushing, NY 11372, USA",(718) 565-8800,,,
Marin Alvaro J DDS,"3706 82nd St #3, Flushing, NY 11372, USA",(718) 565-8800,,,
Avila Karen F DDS,"3706 82nd St #3, Flushing, NY 11372, USA",(718) 565-8800,,,
"Dr. Leonid Shimanov, DDS","4705 44th St, Woodside, NY 11377, USA",(718) 752-9000,http://thesmilist.com/,,nash@healthcaremarketing.ca
First Choice Dental,"8114 Baxter Ave # L3, Elmhurst, NY 11373, USA",(718) 424-4884,https://www.firstchoicedental.com/,4,
Dr. Ali Attaie,"39-05 61st St 2nd floor, Woodside, NY 11377, USA",(718) 577-5069,http://www.hellosmile.com/clinics/kids-dental-village/,3.5,
Gehani & Gehani: Gehani Chad DDS,"35-40 82nd St, Jackson Heights, NY 11372, USA",(718) 690-3291,http://jacksonheightsortho.com/,5,
"Michael J. Weiss, DDS","59-40 Queens Blvd, Woodside, NY 11377, USA",(718) 651-6155,https://www.dentist-woodside-queens.com/,4.4,
Maria S. Sales DDS - Owner of Gentle Dental Care and Smiles PC,"61-61 Woodhaven Blvd #1N, Rego Park, NY 11374, USA",(718) 424-8900,http://www.gentledentalcaresmiles.com/,5,mariassalesdds@gmail.com
"Rekha Gehani, DDS","35-40 82nd St, Jackson Heights, NY 11372, USA",(718) 690-3291,https://www.jacksonheightsortho.com/,4.3,
"Rafael M. Muniz, D.D.S.","3550 82nd St Ste 1c, Jackson Heights, NY 11372, USA",(718) 639-7720,,4.7,
Jung Ilhyun DDS,"41-50 78th St #101, Elmhurst, NY 11373, USA",(718) 426-4343,,4,
Jackson Heights Orthodontics,"37-43 77th St, Jackson Heights, NY 11372, USA",(718) 335-4444,http://jhoortho.com/,4.8,
"Dr. Feroz S. Mohammed, DDS","9015 Queens Blvd # 1016, Flushing, NY 11373, USA",(718) 760-1616,,1,
"Dr. Irina Maksumova, DDS","9116 Queens Blvd, Elmhurst, NY 11373, USA",(718) 760-1616,,2.3,
Soni-Gaur Shubha DDS,"7911 41st Ave # A108, Flushing, NY 11373, USA",(718) 424-5151,,,
"Heidi L Nelson DMD, FAGD","4512 41st St, Sunnyside, NY 11104, USA",(718) 784-2699,https://www.heidilnelsondmd.com/,4.8,tooth4airy@aol.com
Clinica Dental Latina / Dr. Hanette Gomez,"9605 40th Rd, Corona, NY 11368, USA",(718) 651-7070,https://www.clinicadentallatinany.com/,4.8,hanettegomez@gmail.com
"Dr. Daljeet S. Sidhu, DDS","4209 Broadway, Astoria, NY 11103, USA",(718) 204-9345,,4.2,
"Ismael Bastida, DDS","40-14 82nd St, Elmhurst, NY 11373, USA",(718) 397-7777,https://www.drbastida.com/?utm_source=gmb_auth,4.6,
"Diva Puerta, DDS","35-45 79th St, Jackson Heights, NY 11372, USA",(718) 924-2013,https://www.achurydental.com/,5,vanguarddental@gmail.com;your@email.com
National Dental Sunnyside,"43-21 Greenpoint Ave, Sunnyside, NY 11104, USA",(718) 786-4175,https://lovenationaldental.com/sunnyside/,4.3,info@ilovend.com
Chu Jeffrey C DDS,"5903 Roosevelt Ave, Flushing, NY 11377, USA",(718) 651-7700,,,
Kitson Christopher DDS,"47-01 Queens Blvd #407, Sunnyside, NY 11104, USA",(718) 937-6750,http://dentcaredentaloffice.com/,,dentcaredental@hotmail.com
Ferreira Eddy DDS,"3564 79th St # 1, Flushing, NY 11372, USA",(718) 478-4242,,3.5,
Kubikian & Puskulian,"43-34 43rd St, Sunnyside, NY 11104, USA",(718) 786-3842,,,
Queens Center Dental: Alexander Musheyev DDS,"91-16 59th Ave, Elmhurst, NY 11373, USA",(718) 760-1616,,,
"Professional Dental Care, P.C.","37th Ave 86-18 A, Jackson Heights, NY 11372, USA",(718) 898-8080,https://www.queensprodentalcare.com/,4.4,niloofarshops@gmail.com
Linares Cesar DDS,"37-28 75th St, Jackson Heights, NY 11372, USA",(718) 639-3846,,,
State Dental Arts,"67-15 Roosevelt Ave, Woodside, NY 11377, USA",(347) 617-1777,,4.2,
Pura Dental Center 82nd St.,"37-49 82nd St 2nd floor, Jackson Heights, NY 11372, USA",(718) 779-5178,https://puradentalcenter.com/,4.6,
Sonria Dental Care,"8820 Roosevelt Ave, Jackson Heights, NY 11372, USA",(718) 651-3311,,4.6,
Woodside Family Dental: Mendes Kevin C DDS,"5903 Roosevelt Ave, Flushing, NY 11377, USA",(718) 651-7700,https://www.woodsidefamilydental.org/,5,wfddental@gmail.com;elmhurstdentalcare@gmail.com
Aaron Richard a DDS,"3752 77th St, Flushing, NY 11372, USA",(718) 426-5507,,,
Menendez Luis DDS,"4029 76th St, Elmhurst, NY 11373, USA",(718) 779-2233,,5,
"Dr. Tony Chen, DDS","3156 Steinway St, Astoria, NY 11103, USA",(718) 721-4700,http://www.astoriamodernfamilydental.com/,3.7,
Dr. Minisha Israni Family Dentistry,"83-40 Britton Ave, Elmhurst, NY 11373, USA",(718) 426-7511,,2.7,
Dr. Chung,"2, 39-72 61st St, Woodside, NY 11377, USA",(718) 429-5256,http://www.samsfamilydental.com/,,samsfamilydental@live.com;junctiondental3809@gmail.com;hello@corf.com;hello@info.com
"Dr. Hooman M Neman, DDS","82-01 Roosevelt Ave, Jackson Heights, NY 11372, USA",(718) 476-5555,http://www.jacksonheightdental.com/?utm_source=GMB&utm_medium=organic&utm_campaign=DevOptimization&utm_content=Website,3,
Astoria Laser Dentist,"30-44 36th St, Astoria, NY 11103, USA",(718) 278-8061,https://www.astorialaserdentist.com/,4.9,info@astorialaserdentist.com
Sabbagh Elliot DDS,"3749 82nd St, Jackson Heights, NY 11372, USA",,http://www.ismilefamily.com/,3.9,
The Smilist Dental Woodside,"52-22 Roosevelt Ave, Woodside, NY 11377, USA",(718) 752-9000,http://www.thesmilist.com/woodside-dentist,4.5,
NORTH STAR DENTAL CARE,"40-36 82nd St, Elmhurst, NY 11373, USA",(718) 446-5775,,4.8,
Progressive Oral Surgery,"37-06 82nd St #304, Jackson Heights, NY 11372, USA",(718) 565-8800,http://www.progressiveoralsurgery.com/,3.9,GC@progressiveoralsurgery.com;GN@progressiveoralsurgery.com;info@weomedia.com;NHP@progressiveoralsurgery.com
My Orthodontist- West New York,"431 59th St #1, West New York, NJ 07093, USA",(201) 223-2700,https://luvmyorthodontist.com/,4.8,info@luvmyorthodontist.com
Dental Excellence,"185 W End Ave #1g, New York, NY 10023, USA",(212) 877-7475,http://www.zusindental.com/,5,
Dr. Lena Khaylomsky,"4100 Park Ave, Weehawken Township, NJ 07086, USA",(201) 348-1616,,3.4,
Kuncio Orthodontics,"315 W 70th St Ste 1J, New York, NY 10023, USA",(718) 878-4822,https://www.kuncioorthodontics.com/,4.9,drkuncio@gmail.com;user@domain.com
Kenneth S Cho DDS PC,"170 W End Ave Apt 1l, New York, NY 10023, USA",(212) 799-3716,,4.6,
Zusin Dental,"185 W End Ave Apt 1G, New York, NY 10023, USA",(212) 877-7475,https://zusindental.com/,5,Zusindental@gmail.com;zusindental@gmail.com
Kennedy Medical Offices,"3196 John F. Kennedy Blvd, Union City, NJ 07087, USA",(201) 871-8800,http://kennedymedicalcenter.com/,3.6,jweiss@jweissrealty.com;mweiss@jweissrealty.com
Gentle Dental of West New York: Dr Leonid Itskov,"5918 Bergenline Ave # 200, West New York, NJ 07093, USA",(201) 861-6555,http://www.yourbettersmile.com/,5,
"Kennedy Dental Center, P.A. Dr. Naynesh Savalia, DMD","3196 John F. Kennedy Blvd 3rd Floor, Union City, NJ 07087, USA",(201) 330-8400,http://www.kennedydentalnj.com/,4.7,
Colameo Kenneth DDS,"7322 Bergenline Ave, North Bergen, NJ 07047, USA",(201) 867-0404,,2.3,
Danian Wen DDS PC,"155 W 68th St APT 226, New York, NY 10023, USA",(212) 362-1882,http://www.nydentistemergency.com/,4.6,dr.danianwen@gmail.com
Open Sesame Dentistry,"191 Amsterdam Ave, New York, NY 10023, USA",(212) 874-1200,https://opensesamekids.com/,4.7,receptionist@opensesamekids.com
Karpov Orthodontics,"315 W 70th St #1j, New York, NY 10023, USA",(212) 245-4234,http://www.karpovorthodontics.com/upper-west-side-braces-orthodontist/,5,user@domain.com;info@karpovorthodontics.com
Gelman Stephen MD,"243 W End Ave #1, New York, NY 10023, USA",(212) 595-1100,http://www.westenddentalnyc.com/,,
Blvd Dental PC,"6050 JFK Blvd E, West New York, NJ 07093, USA",(201) 453-2300,https://www.blvddentalpc.com/,4.9,blvddentalpc@gmail.com
Cherches Barbara DDS,"2109 Broadway # 201, New York, NY 10023, USA",(212) 874-0030,,5,
Sirgutz Stanley DDS,"200 Riverside Blvd, New York, NY 10069, USA",(212) 724-5936,,,
Smith Kevin E,"228 W 71st St, New York, NY 10023, USA",(212) 799-1441,http://kevinesmithdds.com/,5,ksmithddsw71@aol.com
Paryani Khimiya M DDS,"120 48th St, Union City, NJ 07087, USA",(201) 866-8880,,4.3,
Markel Kenneth M DDS,"400 W End Ave, New York, NY 10024, USA",(212) 496-9600,,2,
"Dr. Vanessa Lugo Hart, DDS","232 W 61st St, New York, NY 10023, USA",(646) 558-6058,http://www.toothworksnyc.com/,3.7,info@toothworksnyc.com
