Name,Category,Phone,Email,Website,Address,general_info,Source,
Sierra Mini Storage,"Self Storage, Automobile Storage, Boat Storage",(530) 662-3901,,,"39 5th St,  Woodland, CA 95695","Sierra Mini Storage has been servicing the community for over 35 years. Our goal is to bring Woodland the lowest rates because you shouldn't have to pay soaring prices. So if you need a place to self store your recreation vehicle for a reasonable price, look no further. We have outside spaces and inside units to store your family furniture, office and business equipment and supplies at affordable rates. The Best Rates in Woodland Features •Alarm System •Guard Dogs •Live on Managers •Fenced Property •Dump Station •Forklift Staging/Parking",yellowpage,
Quantum West Coast Distribution,"Warehouses-Merchandise, Public & Commercial Warehouses",(559) 275-2467,,,"820 W Lyman Ave,  Fresno, CA 93706",,yellowpage,
Shasta Tanks,"Storage Household & Commercial, Public & Commercial Warehouses, Warehouses-Merchandise",(530) 378-1427,,https://www.shastatanks.com/,"5010 Deschutes Rd,  Anderson, CA 96007",,yellowpage,
Lime Ventures Inc,"Public & Commercial Warehouses, Warehouses-Merchandise",(925) 825-1136,,http://lvbev.com/,"3951 Industrial Way Ste D,  Concord, CA 94520",,yellowpage,
Brem Lane Warehouse,"Public & Commercial Warehouses, Self Storage, Warehouses-Merchandise",(408) 842-4305,,,"6700 Brem Ln,  Gilroy, CA 95020",,yellowpage,
Chuck's Warehouse,"Public & Commercial Warehouses, Self Storage, Storage Household & Commercial",(714) 220-9758,,,,,yellowpage,
Grilled Chz,"Public & Commercial Warehouses, Warehouses-Merchandise",(559) 325-8249,juan@grilledchz.com,,"7059 N Cedar Ave,  Fresno, CA 93720",,yellowpage,
Anytime Delivery Service,"Delivery Service, Accident Reconstruction Service, Attorneys",(313) 312-5714,anytimedelivery@yahoo.com,,"San Diego, CA 92128","Contact us at: 760-644-0313 As the Top Rated 24/7 courier service in all of San Diego -Anytime Delivery Service will provide local courier and messenger service to customers in all of San Diego county including Encinitas, Carlsbad, Poway, Rancho Bernardo, Escondido, Oceanside, San Diego, Del Mar, El Cajon, Vista, San Marcos, , Santee, la mesa and much more. We will handle all of your same day delivery needs anytime of the day. We offer Same Day Delivery, Immediate package pickup, on Call 24 Hours/ 7 Days a Week, including Holidays. Call now and have our team of delivery and courier experts get your packages delivered now.",yellowpage,
A & A Industrial Supplies,"Public & Commercial Warehouses, Warehouses-Merchandise",(209) 400-7757,,,"922 Industrial Way,  Lodi, CA 95240",,yellowpage,
Maier Manufacturing Inc,"Public & Commercial Warehouses, Warehouses-Merchandise",(530) 272-3971,,https://maier-mfg.com/,"12435 Loma Rica Dr,  Grass Valley, CA 95945",,yellowpage,
Smart cfs inc,"Warehouses-Merchandise, Public & Commercial Warehouses",(650) 872-8338,ocean.imports@summitcfs.com,http://summitcfs.com/,"971 66th Ave,  Oakland, CA 94621",,yellowpage,
Granite Electric Inc,"Public & Commercial Warehouses, Warehouses-Merchandise",(916) 852-7555,,http://www.graniteelectrical.com/,"2750 Mercantile Dr Ste 600,  Rancho Cordova, CA 95742",,yellowpage,
Maro Copa,"Public & Commercial Warehouses, Warehouses-Merchandise",(707) 329-6929,,,"9100 Green Valley Rd,  Sebastopol, CA 95472",,yellowpage,
Danaher Motion,"Public & Commercial Warehouses, Warehouses-Merchandise",(408) 564-6232,,,"913 Olinder Ct,  San Jose, CA 95122",,yellowpage,
Haight Street Market,"Public & Commercial Warehouses, Warehouses-Merchandise",(415) 374-7882,,,"2200 Jerrold Ave,  San Francisco, CA 94124",,yellowpage,
NBSF Partners LP,"Public & Commercial Warehouses, Warehouses-Merchandise",(415) 374-7843,,,"622 Green St,  San Francisco, CA 94133",,yellowpage,
Deadstok,"Public & Commercial Warehouses, Warehouses-Merchandise",(408) 899-6805,,,"77 N 4th St,  San Jose, CA 95112",,yellowpage,
SourceOne Displays,"Public & Commercial Warehouses, Warehouses-Merchandise",(209) 288-2235,,http://sourceone.org/,"20833 Mechanical Dr,  Sonora, CA 95370",,yellowpage,
Stratford Driving School,"Public & Commercial Warehouses, Warehouses-Merchandise",(408) 477-2858,info@stratforddrivingschool.org,http://stratforddrivingschool.org/,"1400 Coleman Ave Ste D12-2,  Santa Clara, CA 95050",,yellowpage,
Justech Co,"Public & Commercial Warehouses, Warehouses-Merchandise",(408) 638-7079,,,"20380 Town Center Ln,  Cupertino, CA 95014",,yellowpage,
Emerald Incorporated,"Public & Commercial Warehouses, Warehouses-Merchandise",(209) 888-4188,,,"2666 West Ln,  Stockton, CA 95205",,yellowpage,
Western B Northwest Ca,"Self Storage, Public & Commercial Warehouses, Warehouses-Merchandise",(510) 669-9425,,,"2500 Atlas Rd,  San Pablo, CA 94806",,yellowpage,
Tom E Meakin Office,"Storage Household & Commercial, Public & Commercial Warehouses, Warehouses-Merchandise",(650) 558-0225,,,"1000 Howard Ave,  San Mateo, CA 94401",,yellowpage,
Albiz,"Public & Commercial Warehouses, Warehouses-Merchandise",(209) 451-0828,,,"2161 E Main St,  Stockton, CA 95205",,yellowpage,
Discovery Bay Transport LLC,"Trucking, Freight Forwarding, Mail-Order Fulfillment Service",(925) 276-3155,igor@discoverybaytransport.com,,"2424 Yosemite Way,  Discovery Bay, CA 94505","Trucking, Cross Docking, Warehousing",yellowpage,
Deep Discount Servers,"Public & Commercial Warehouses, Warehouses-Merchandise",(510) 573-2381,info@deepdiscountservers.com,http://deepdiscountservers.com/,"47470 Seabridge Dr,  Fremont, CA 94538",,yellowpage,
SecurCare Self Storage,"Storage Household & Commercial, Public & Commercial Warehouses, Self Storage",(209) 838-6766,customerservice@nsabrands.com,https://www.nsastorage.com/storage/california/storage-units-escalon/1111-1st-st-322,"1111 1st St,  Escalon, CA 95320","SecurCare Self Storage offers convenient and affordable self storage units in Escalon. If youre looking for easily accessible drive-up storage units youll find a home with us. Our facility features gated access with extended hours, well-lit grounds, and wide aisles for convenient truck access. Store with SecurCare Self Storage and see why our units are ideal to suit your storage needs. Visit us at 1111 First Street today to rent your space. SecurCare Self Storage is an NSA Storage brand and facility.",yellowpage,
SecurCare Self Storage,"Storage Household & Commercial, Public & Commercial Warehouses, Recreational Vehicles & Campers-Storage",(209) 869-6730,customerservice@nsabrands.com,https://www.nsastorage.com/storage/california/storage-units-riverbank/2536-patterson-rd-321,"2536 Patterson Rd,  Riverbank, CA 95367","SecurCare Self Storage offers convenient and affordable self storage units in Riverbank. If youre looking for easily accessible drive-up storage units youll find a home with us. Our facility features gated access with extended hours, well-lit grounds, and wide aisles for convenient truck access. Store with SecurCare Self Storage and see why our units are ideal to suit your storage needs. Visit us at 2536 Patterson Road today to rent your space. SecurCare Self Storage is an NSA Storage brand and facility.",yellowpage,
Silicon Valley Enthusiast,"Warehouses-Merchandise, Public & Commercial Warehouses",(408) 564-8602,info@sventhusiast.com,https://www.siliconvalleyenthusiast.com/home,"2975 El Camino Real,  Santa Clara, CA 95051",,yellowpage,
Sardo & Sons Warehousing Inc,"Storage Household & Commercial, Public & Commercial Warehouses, Warehouses-Merchandise",(510) 782-6547,,,"23385 Foley St,  Hayward, CA 94545",,yellowpage,
Cea Development,"Public & Commercial Warehouses, Warehouses-Merchandise",(831) 757-1267,,,"2274 Alisal Rd,  Salinas, CA 93908",,yellowpage,
Gus's Warehouse,"Public & Commercial Warehouses, Warehouses-Merchandise",(415) 875-9031,,,"2080 Jerrold Ave,  San Francisco, CA 94124",,yellowpage,
Patriot Logistics,"Public & Commercial Warehouses, Warehouses-Merchandise",(209) 942-3111,,http://patriot-logistics.net/,"3663 Arch Rd,  Stockton, CA 95215",,yellowpage,
Beer Baron,"Public & Commercial Warehouses, Warehouses-Merchandise",(925) 292-8678,,https://www.beerbaronbar.com/about,"4361 Technology Dr,  Livermore, CA 94551",,yellowpage,
Blue Mountain Construction Service,"Storage Household & Commercial, Public & Commercial Warehouses, Warehouses-Merchandise",(559) 292-2762,,https://bluemountainair.net/about,"5724 E Fountain Way,  Fresno, CA 93727",,yellowpage,
Intersect USA,"Public & Commercial Warehouses, Warehouses-Merchandise",(559) 494-0950,,,"2724 E Annadale Ave,  Fresno, CA 93706",,yellowpage,
Distribution Resources,"Warehouses-Merchandise, Public & Commercial Warehouses",(408) 321-8499,,,"560 E Trimble Rd,  San Jose, CA 95131",,yellowpage,
Freight Ready LLC,"Mail-Order Fulfillment Service, Public & Commercial Warehouses, Steel Distributors & Warehouses",(209) 941-2440,info@freightready.com,http://www.freightready.com/,"747 Wilshire Ave,  Stockton, CA 95203","Fulfillment, Trucking, Cross Docking, and Warehousing",yellowpage,
Klein Bros Packaging Fulfillment & Warehouse,"Public & Commercial Warehouses, Warehouses-Merchandise",(209) 942-0191,,http://kleinbroswhse.com/,"1515 S Fresno Ave,  Stockton, CA 95206",,yellowpage,
Profood Tropical Fruits Inc,"Public & Commercial Warehouses, Warehouses-Merchandise",(510) 489-2613,,https://profoodcorp.com/,"33288 Alvarado Niles Rd,  Union City, CA 94587",,yellowpage,
Compass Materials Inc,"Public & Commercial Warehouses, Warehouses-Merchandise",(510) 489-2651,,,"30675 Huntwood Ave,  Hayward, CA 94544",,yellowpage,
Pacific Storage Company,"Storage Household & Commercial, Business Documents & Records-Storage & Management, Public & Commercial Warehouses",(209) 320-6600,,https://pacificstorage.com/,,"Pacific Storage Company is the parent company to Pacific Records Management, Pacific Shredding, Data Destroyers and Pacific Logistics & Relocation. Established in 1856 by Charles and Jacob Wagner as a tannery business, the company moved into commodity storage in 1928 and records storage in 1965. Today, Pacific Storage Company and its Family of Companies offers a broad range of services to small, midsized and large businesses.",yellowpage,
