Name,Phone,Email,Email,Website,Address,Source
West Orange Self Storage,"Self Storage, Cold Storage Warehouses, Storage Household & Commercial",(973) 672-0035, ttresnan@yahoo.com,,"17 Central Ave, 17 Central Ave,  West Orange, NJ 07052", Yellow Page
Westport Corp,Warehouses-Merchandise,(973) 575-0110, jflorin@mundiwestport.com,http://www.mundiwestport.com/,"331 Changebridge Rd, 331 Changebridge Rd,  Pine Brook, NJ 07058", Yellow Page
Middlesex Self Storage," Storage Household & Commercial, Automobile Storage, Boat Storage",(732) 238-3588, management@middlesexselfstoragenj.com,http://www.middlesexselfstoragenj.com/,"5249 Bordentown Ave, 5249 Bordentown Ave,  Sayreville, NJ 08872", Yellow Page
Extra Space Storage,"Self Storage, Business Documents & Records-Storage & Management, Moving Boxes",(877) 229-2371,,,"5 Changebridge Rd, 5 Changebridge Rd,  Montville, NJ 07045", Yellow Page
RPM Distributors,"General Merchandise, Gift Shops, Online & Mail Order Shopping",(908) 258-7452,,http://www.rpmdistributors.com/,"1367 Vauxhall Rd, 1367 Vauxhall Rd,  Union, NJ 07083", Yellow Page
Eastern PRO Pak,Cold Storage Warehouses,(856) 881-3553, info@easternpropak.biz,http://www.easternpropak.biz/,"800 Ellis St, 800 Ellis St,  Glassboro, NJ 08028", Yellow Page
First Choice Freezer,Cold Storage Warehouses,(856) 696-8878,,http://firstchoicefreezer.com/contact-us,"396 N Mill Rd, 396 N Mill Rd,  Vineland, NJ 08360", Yellow Page
CFL Refrigerated Warehouse Inc,Cold Storage Warehouses,(856) 769-4141,,https://www.cpsdist.com/contact.asp,"Woodstown Rd, Woodstown Rd,  Woodstown, NJ 08098", Yellow Page
World Idea Toys - Wholesale,"Toys-Wholesale & Manufacturers, Balloons-Novelty & Toy-Wholesale & Manufacturers, Exporters",(201) 858-8358, worlditoys@gmail.com,,", ", Yellow Page
American Self Storage," Self Storage, Boat Storage, Cold Storage Warehouses",(732) 741-0707,,http://www.americanselfstorage.com/,", ", Yellow Page
Manfredi Cold Storage,Cold Storage Warehouses,(610) 444-5832,,https://www.manfredicoldstorage.com/,"5100 Lake Rd, 5100 Lake Rd,  Wildwood, NJ 08260", Yellow Page
Safe Sound Self Storage,"Storage Household & Commercial, Cold Storage Warehouses, Self Storage",(609) 654-9111, storage@safeandsoundnj.com,http://safeandsoundnj.com/,"272 Old Marlton Pike, 272 Old Marlton Pike,  Medford, NJ 08055", Yellow Page
Monroe Self Storage," Box Storage, Cold Storage Warehouses, Movers & Full Service Storage",(856) 262-7818, hello@mss365.com,,"640 N Black Horse Pike, 640 N Black Horse Pike,  Williamstown, NJ 08094", Yellow Page
Metro Cold Storage,Cold Storage Warehouses,(732) 248-3200,,,"20 Executive Ave, 20 Executive Ave,  Edison, NJ 08817", Yellow Page
Almar Self Storage,"Self Storage, Automobile Storage, Boat Storage",(973) 459-4809,,https://www.movingideas.org/sparta-nj/almar-self-storage-42233,"9 Brookfield Dr, 9 Brookfield Dr,  Sparta, NJ 07871", Yellow Page
United Stor-All Center,"Storage Household & Commercial, Cold Storage Warehouses, Packaging Materials",(732) 776-5379,,,"1001 Neptune Blvd, 1001 Neptune Blvd,  Neptune, NJ 07753", Yellow Page
Dmg,Warehouses-Merchandise,(732) 819-9843,,,"207 Meadow Rd Ste A, 207 Meadow Rd Ste A,  Edison, NJ 08817", Yellow Page
Cronos Containers,"Storage Household & Commercial, Cold Storage Warehouses",(732) 602-0808,,,"517 Us Highway 1 S Ste 3055, 517 Us Highway 1 S Ste 3055,  Iselin, NJ 08830", Yellow Page
Nvc Logistics Group,"Delivery Service, Logistics, Transportation Services",(201) 767-0910, sales@nvclogistics.com,http://www.nvclogistics.com/,"1 Pond Rd, 1 Pond Rd,  Rockleigh, NJ 07647", Yellow Page
iStorage,"Storage Household & Commercial, Automobile Storage, Boat Storage",(609) 900-7740,,http://istorage.com/self-storage/new-jersey/burlington-mitchell-nj-08016,"555 Mitchell Ave, 555 Mitchell Ave,  Burlington, NJ 08016", Yellow Page
Edison Cold Storage Corp,Cold Storage Warehouses,(201) 440-2740,,,"411 State Rt 17, 411 State Rt 17,  Hasbrouck Heights, NJ 07604", Yellow Page
Investors Business Daily,Cold Storage Warehouses,(201) 867-3900,,http://investors.com/,"70 Seaview Dr, 70 Seaview Dr,  Secaucus, NJ 07094", Yellow Page
M & E Self Storage,"Storage Household & Commercial, Cold Storage Warehouses, Self Storage",(973) 300-1082,,https://www.moovein.com/storage/new-jersey/storage-units-newton/106-Hampton-House-Rd-621,"100 Sparta Ave, 100 Sparta Ave,  Newton, NJ 07860", Yellow Page
Preferred Freezer Service,Cold Storage Warehouses,(973) 854-9400,,http://preferredfreezer.com/,"150 Bayway Ave, 150 Bayway Ave,  Elizabeth, NJ 07202", Yellow Page
Indian Trail Self Storage,"Storage Household & Commercial, Cold Storage Warehouses, Self Storage",(609) 465-2882, indiantrailselfstorage@verzion.net,http://www.indiantrailselfstorage.net/,"327 Indian Trail Rd, 327 Indian Trail Rd,  Cape May Court House, NJ 08210", Yellow Page
Code Shred NJ,"Document Destruction Service, Cold Storage Warehouses, Document Imaging",(201) 720-2358, sean@codeshred.com,http://www.codeshred.com/,", ", Yellow Page
The Printing Fulfillment & Mailing Group LLC,"Package Design & Development, Advertising-Promotional Products, Direct Mail Advertising",(609) 953-9500, info@thepfmgroup.com,http://www.thepfmgroup.com/,", Medford, NJ 08055", Yellow Page
Wayne Moving & Storage Co,"Storage Household & Commercial, Cold Storage Warehouses, Movers",(856) 665-3712,,http://waynemoving.com/,"400 Griffith Morgan Ln, 400 Griffith Morgan Ln,  Pennsauken, NJ 08110", Yellow Page
Oak & More Holdings,Warehouses-Merchandise,(609) 625-0019,,,"5104 Oakwood Blvd, 5104 Oakwood Blvd,  Mays Landing, NJ 08330", Yellow Page
Mullica Hill Cold Storage,Cold Storage Warehouses,(856) 478-6300,,,"3 Gateway Blvd, 3 Gateway Blvd,  Pedricktown, NJ 08067", Yellow Page
Laurel Self Storage,"Storage Household & Commercial, Automobile Storage, Boat Storage",(856) 783-2900, laurel.office@goprimegroup.com,http://www.laurelselfstorage.net/,"1322 Laurel Rd, 1322 Laurel Rd,  Lindenwold, NJ 08021", Yellow Page
Ocean-Monmouth Self Sorage At Bayville,"Storage Household & Commercial, Cold Storage Warehouses, Truck Rental",(732) 237-3222,,,"939 Atlantic City Blvd, 939 Atlantic City Blvd,  Bayville, NJ 08721", Yellow Page
Twin Oaks Moving And Storage Toms River,"Storage Household & Commercial, Cold Storage Warehouses, Self Storage",(732) 431-3111,,http://northamerican.com/,"Freehold 07728, Freehold 07728,  Freehold, NJ 07728", Yellow Page
State-Wide Moving & Storage,"Storage Household & Commercial, Cold Storage Warehouses, Truck Rental",(609) 890-0227,,,"2495 Us Highway 1, 2495 Us Highway 1,  Trenton, NJ 08648", Yellow Page
Atlantic Coast Freezers,Cold Storage Warehouses,(856) 696-1770, alex_csiac@yahoo.com,,"2192 N West Blvd, 2192 N West Blvd,  Vineland, NJ 08360", Yellow Page
Lucca Trucking,"Cold Storage Warehouses, Storage Household & Commercial",(856) 690-9000,,,"2321 Industrial Way, 2321 Industrial Way,  Vineland, NJ 08360", Yellow Page
Cape Self Storage,"Self Storage, Boxes-Corrugated & Fiber, Cold Storage Warehouses",(609) 465-7895, rent@capeselfstorage.com,http://www.capeselfstorage.com/,"23 Oyster Rd, 23 Oyster Rd,  Cape May Court House, NJ 08210", Yellow Page
Sun Valley Cold Storage,"Storage Household & Commercial, Cold Storage Warehouses",(856) 624-4073, joe@sunvalleyorchard.com,http://sunvalleyorchard.com/,"32 Vestry Rd, 32 Vestry Rd,  Swedesboro, NJ 08085", Yellow Page
Davy Cold Storage,Cold Storage Warehouses,(856) 696-3628,,,"2055 Demarco Dr, 2055 Demarco Dr,  Vineland, NJ 08360", Yellow Page
Haynes Run Storage,"Storage Household & Commercial, Cold Storage Warehouses, Self Storage",(609) 654-2944,,,"246 Route 70, 246 Route 70,  Medford, NJ 08055", Yellow Page
Mid Eastern Cold Storage,"Storage Household & Commercial, Cold Storage Warehouses",(856) 691-3700, customerservice@freshcutproduce.com,http://www.mideasterncoldstorage.com/,"198 N Orchard Rd, 198 N Orchard Rd,  Vineland, NJ 08360", Yellow Page
Fox Run Self Storage,"Storage Household & Commercial, Boxes-Corrugated & Fiber, Cold Storage Warehouses",(856) 468-7747, foxrunstorage@comcast.net,http://www.foxrunstorage.com/,"750 Fox Run Rd, 750 Fox Run Rd,  Sewell, NJ 08080", Yellow Page
Four Seasons Cold Storage Inc,Cold Storage Warehouses,(856) 696-2288,,,"590 Almond Rd, 590 Almond Rd,  Elmer, NJ 08318", Yellow Page
Abbott Church Goods Inc,Warehouses-Merchandise,(856) 428-1900,,,"1916 Old Cuthbert Rd, 1916 Old Cuthbert Rd,  Cherry Hill, NJ 08034", Yellow Page
Clayton's Self Storage,"Storage Household & Commercial, Boxes-Corrugated & Fiber, Cold Storage Warehouses",(609) 625-9944,,http://www.claytonsselfstorage.com/,"5310 Harding Hwy, 5310 Harding Hwy,  Mays Landing, NJ 08330", Yellow Page
Clayton's Self Storage,"Storage Household & Commercial, Cold Storage Warehouses, Self Storage",(609) 748-1800,,http://www.claytonsselfstorage.com/,"6 W Jimmie Leeds Rd, 6 W Jimmie Leeds Rd,  Galloway, NJ 08205", Yellow Page
Shurgard Storage Centers,"Storage Household & Commercial, Cold Storage Warehouses, Truck Rental",(732) 899-9227,,http://publicstorage.com/,", ", Yellow Page
Berlin Township General Storage,"Storage Household & Commercial, Cold Storage Warehouses, Movers",(856) 767-9099, info@berlingeneralstorage.com,https://www.publicstorage.com/self-storage-nj-west-berlin/5321.html,"399 Cooper Rd, 399 Cooper Rd,  West Berlin, NJ 08091", Yellow Page
Cumberland Cold Storage Compressor Room,"Cold Storage Warehouses, Storage Household & Commercial",(856) 455-1499,,,"Parsonage Rd, Parsonage Rd,  Bridgeton, NJ 08302", Yellow Page
South Jersey Cold Storage,"Storage Household & Commercial, Cold Storage Warehouses",(856) 223-1883,,,"546 Franklinville Rd, 546 Franklinville Rd,  Mullica Hill, NJ 08062", Yellow Page
Sam's Club,"Supermarkets & Super Stores, Gas Stations, Tire Dealers",(856) 853-0219,,http://www.samsclub.com/,"2000 Clements Bridge Rd, 2000 Clements Bridge Rd,  Woodbury, NJ 08096", Yellow Page
Leo R & Son,Cold Storage Warehouses,(856) 694-3216,,,"1232 Dutch Mill Rd, 1232 Dutch Mill Rd,  Newfield, NJ 08344", Yellow Page
America Cold Storage,Cold Storage Warehouses,(856) 226-3920,,,"146 Delsea Dr S, 146 Delsea Dr S,  Glassboro, NJ 08028", Yellow Page
America Cold Storage,Cold Storage Warehouses,(856) 839-2095,,,"800 Broadway, 800 Broadway,  Vineland, NJ 08360", Yellow Page
Shipping-Depot.com," Warehouses-Merchandise, Packing Materials-Shipping",(732) 608-9590, info@shipping-depot.com,https://shippingdepot.myshopify.com/,"1565 Route 37 W Ste 15, 1565 Route 37 W Ste 15,  Toms River, NJ 08755", Yellow Page
World Source,Warehouses-Merchandise,(856) 382-0073,,https://worldsourcepartners.com/wps/portal/c/home,"9285 Commerce Hwy, 9285 Commerce Hwy,  Pennsauken, NJ 08110", Yellow Page
"Portable Cold Storage, Inc",Cold Storage Warehouses,(609) 252-1105, sales@portablecoldstorage.com,http://www.portablecoldstorage.com/,", Princeton, NJ 08540", Yellow Page
Bifulco Four Seasons,Cold Storage Warehouses,(856) 692-0778,,http://bifulcos.com/,"590 Almond Rd, 590 Almond Rd,  Elmer, NJ 08318", Yellow Page
R-J Self Storage,"Storage Household & Commercial, Cold Storage Warehouses",(609) 536-9228,,,"1065 Route 47 S, 1065 Route 47 S,  Rio Grande, NJ 08242", Yellow Page
Bins & Bays Self Storage,"Storage Household & Commercial, Cold Storage Warehouses, Self Storage",(973) 579-6000,,,"3210 Route 563, 3210 Route 563,  Egg Harbor City, NJ 08215", Yellow Page
Everbright Inc,Warehouses-Merchandise,(732) 416-8922,,https://www.everbrightinc.com/contact_us,", ", Yellow Page
Premier Self Storage,"Storage Household & Commercial, Cold Storage Warehouses, Truck Rental",(856) 845-5660,,,"1310 Delsea Dr, 1310 Delsea Dr,  Blackwood Ter, NJ 08096", Yellow Page
CDC Logistics,Warehouses-Merchandise,(908) 409-1049, info@cdclogistics.com,,", ", Yellow Page
Matro Family Farms,Cold Storage Warehouses,(609) 561-8495,,https://www.winslowjunctionproduce.com/,"429 Spring Rd, 429 Spring Rd,  Hammonton, NJ 08037", Yellow Page
Clayton's Self Storage at Egg Harbor Twp,"Storage Household & Commercial, Boxes-Corrugated & Fiber, Cold Storage Warehouses",(609) 653-4110, premier.office@goprimegroup.com,http://www.claytonsselfstorage.com/,"4015 Ocean Heights Ave, 4015 Ocean Heights Ave,  Egg Harbor Township, NJ 08234", Yellow Page
All Seasons Cold Storage Inc,"Storage Household & Commercial, Cold Storage Warehouses",(856) 517-3665,,,"18 N Virginia Ave, 18 N Virginia Ave,  Penns Grove, NJ 08069", Yellow Page
NFI Distribution,Warehouses-Merchandise,(856) 690-0270,,http://nfiindustries.com/,"2363 Maple Ave, 2363 Maple Ave,  Vineland, NJ 08361", Yellow Page
Liberty Engine Parts,Warehouses-Merchandise,(508) 792-4600,,https://www.libertyengineparts.com/contactus.aspx,"7890 Airport Hwy, 7890 Airport Hwy,  Pennsauken, NJ 08109", Yellow Page
"United States Cold Storage, Inc",Cold Storage Warehouses,(856) 354-8181,,http://www.uscold.com/,"2 Aquarium Dr, 2 Aquarium Dr,  Camden, NJ 08103", Yellow Page
Four Seasons Cold Storage Inc,Cold Storage Warehouses,(856) 696-1196,,http://www.bifulcos.com/,"Almond Rd, Almond Rd,  Vineland, NJ 08360", Yellow Page
Lineage,Cold Storage Warehouses,(800) 678-7271,,https://www.onelineage.com/,"29 Vestry Rd, 29 Vestry Rd,  Swedesboro, NJ 08085", Yellow Page
Lineage,Cold Storage Warehouses,(856) 395-2600,,https://www.onelineage.com/,"601 Crossroads Blvd, 601 Crossroads Blvd,  Logan Township, NJ 08085", Yellow Page
Walmart Distribution Center,Warehouses-Merchandise,(856) 491-9343,,http://walmart.com/,"2 Gateway Blvd, 2 Gateway Blvd,  Pedricktown, NJ 08067", Yellow Page
Walmart Distribution Center,Warehouses-Merchandise,(856) 658-7002,,https://www.walmart.com/,"3 Sorbello Rd, 3 Sorbello Rd,  Pedricktown, NJ 08067", Yellow Page
Vineland Repack & Cold Storage,Cold Storage Warehouses,(856) 765-5001,,,"2210 Hance Bridge Rd, 2210 Hance Bridge Rd,  Vineland, NJ 08361", Yellow Page
Mullica Hill Group,"Storage Household & Commercial, Cold Storage Warehouses",(856) 478-4200,,,"554 Franklinville Rd, 554 Franklinville Rd,  Mullica Hill, NJ 08062", Yellow Page
Clayton's Self Storage,"Storage Household & Commercial, Cold Storage Warehouses, Self Storage",(609) 340-8777,,http://www.claytonsselfstorage.com/,"2141 Absecon Blvd, 2141 Absecon Blvd,  Atlantic City, NJ 08401", Yellow Page
Lucca Freezer & Cold Storage,Cold Storage Warehouses,(609) 567-7712,,,"181 Pine Rd, 181 Pine Rd,  Hammonton, NJ 08037", Yellow Page
KMT BRRR Inc,Cold Storage Warehouses,(856) 455-0031,,https://www.kmtbrrr.com/contact,"1042 Parsonage Rd, 1042 Parsonage Rd,  Bridgeton, NJ 08302", Yellow Page
"State-Wide Moving & Storage Co., Inc."," Movers & Full Service Storage, Cold Storage Warehouses, Movers",(609) 443-0756, statewidemoving@aol.com,https://videos.hibustudio.com/2017/state-wide-moving-and-storage-co-fzpzu8zma-6094430756.mp4,", ", Yellow Page
Bayville Self Storage,"Self Storage, Cold Storage Warehouses, Storage Household & Commercial",(732) 606-0100,,http://bayvillefas.org/,"820 Atlantic City Blvd, 820 Atlantic City Blvd,  Bayville, NJ 08721", Yellow Page
Hainesport Industrial Park,Public & Commercial Warehouses,(609) 261-0933,,https://www.hainesport.us/,"E Park Ave, E Park Ave,  Hainesport, NJ 08036", Yellow Page
Eagle Warehouse Inc,Public & Commercial Warehouses,(973) 249-1002,,,"205 Clifton Blvd, 205 Clifton Blvd,  Clifton, NJ 07011", Yellow Page
Laundry Warehouse of Bellevlle,Public & Commercial Warehouses,(973) 450-4880,,http://www.laundrywarehouse.com/,"383 Washington Ave, 383 Washington Ave,  Belleville, NJ 07109", Yellow Page
Storage Post Self Storage Jersey City,"Self Storage, Moving-Self Service, Public & Commercial Warehouses",(201) 526-7459, JerseyCity@storagepost.com,https://www.storagepost.com/locations/new-jersey/jersey-city/broadway,"203 Broadway, 203 Broadway,  Jersey City, NJ 07306", Yellow Page
Harrison Warehousing Corp,Public & Commercial Warehouses,(973) 350-0122,,https://www.harrisonwarehouse.com/,"500 Supor Blvd, 500 Supor Blvd,  Harrison, NJ 07029", Yellow Page
Transparent Office Products,"Business Documents & Records-Storage & Management, Public & Commercial Warehouses",(856) 488-5455,,http://transoffprod.biz/,"2550 Haddonfield Rd, 2550 Haddonfield Rd,  Pennsauken, NJ 08110", Yellow Page
Itp Corp,Public & Commercial Warehouses,(201) 498-1888,,,"22 Romanelli Ave, 22 Romanelli Ave,  South Hackensack, NJ 07606", Yellow Page
Camden International,Public & Commercial Warehouses,(856) 246-1075,,,"1895 Federal St, 1895 Federal St,  Camden, NJ 08105", Yellow Page
A B & S Warehouse,Public & Commercial Warehouses,(732) 738-9155,,,"7 Parkway Pl, 7 Parkway Pl,  Edison, NJ 08837", Yellow Page
Royale Linens,Public & Commercial Warehouses,(201) 997-3700, royallinens@yahoo.com,,"993 Belleville Tpke, 993 Belleville Tpke,  Kearny, NJ 07032", Yellow Page
Washington Storage of Nj,"Storage Household & Commercial, Public & Commercial Warehouses",(609) 259-0338,,http://newjersey-storage.com/,"1098 Us Highway 130, 1098 Us Highway 130,  Robbinsville, NJ 08691", Yellow Page
Prime Storage - Egg Harbor (formerly Premier Self Storage)," Storage Household & Commercial, Movers, Movers & Full Service Storage",(609) 677-7900, premier.office@goprimegroup.com,http://primestoragegroup.com/self-storage/egg-harbor-08234,"6649 E Black Horse Pike, 6649 E Black Horse Pike,  Egg Harbor Township, NJ 08234", Yellow Page
G & P Parlamas Inc,"General Contractors, Altering & Remodeling Contractors, Building Contractors",(732) 776-8844,,http://www.parlamasconstruction.com/,"1928 Heck Ave, 1928 Heck Ave,  Neptune, NJ 07753", Yellow Page
Waitex International Inc,Public & Commercial Warehouses,(201) 858-0768,,,"169 Pulaski St, 169 Pulaski St,  Bayonne, NJ 07002", Yellow Page
Deals Warehouse Corp,Public & Commercial Warehouses,(973) 614-0800,,,"1 Passaic St, 1 Passaic St,  Wood Ridge, NJ 07075", Yellow Page
